Accident_ID,Date,Hour,Time_of_Day,Weather,Road_Condition,Severity,Vehicle_Type,Speed_Limit,Latitude,Longitude,Casualties
A01362,2024-10-04,14,Afternoon,Rain,Dry,Moderate,Bike,60,41.961438,-87.614439,2
A01363,2024-02-28,23,Night,Snow,Dry,Moderate,Bike,80,40.735728,-73.932611,0
A01364,2024-11-25,10,Morning,Snow,Dry,Severe,Car,40,41.884523,-87.659365,1
A01365,2024-08-14,21,Night,Clear,Wet,Moderate,Bike,30,34.064304,-118.286249,3
A01366,2023-06-02,8,Morning,Storm,Icy,Moderate,Bike,60,40.70153,-74.06543,1
A01367,2024-10-03,17,Evening,Rain,Wet,Moderate,Bus,40,40.704796,-74.018171,0
A01368,2024-09-01,3,Night,Fog,Icy,Moderate,Bike,100,34.059707,-118.208076,2
A01369,2023-02-02,8,Morning,Clear,Under Construction,Severe,Car,60,34.059639,-118.252263,2
A01370,2023-09-01,11,Morning,Rain,Dry,Minor,Bike,40,34.033379,-118.227897,2
A01371,2024-06-21,9,Morning,Clear,Icy,Severe,Car,50,40.822472,-73.958215,0
A01372,2023-02-08,6,Morning,Rain,Dry,Minor,Bus,80,40.745562,-73.99315,1
A01373,2023-01-26,15,Afternoon,Rain,Icy,Severe,Truck,40,41.883499,-87.575333,1
A01374,2023-12-15,15,Afternoon,Clear,Dry,Moderate,Bike,50,41.868886,-87.640092,1
A01375,2023-05-27,3,Night,Rain,Under Construction,Fatal,Truck,40,41.927744,-87.60725,1
A01376,2023-02-07,14,Afternoon,Rain,Wet,Moderate,Car,30,34.022737,-118.30637,2
A01377,2023-11-15,1,Night,Fog,Wet,Minor,Car,50,41.924364,-87.621367,2
A01378,2024-04-23,1,Night,Clear,Icy,Severe,Bike,30,40.724493,-73.94775,2
A01379,2024-08-14,9,Morning,Rain,Dry,Moderate,Truck,50,41.846745,-87.631846,2
A01380,2023-07-25,6,Morning,Clear,Dry,Minor,Bike,80,34.023289,-118.228943,1
A01381,2023-11-23,14,Afternoon,Clear,Dry,Minor,Car,50,41.900497,-87.613568,1
A01382,2023-06-02,5,Morning,Clear,Dry,Fatal,Car,30,34.093725,-118.28899,1
A01383,2024-09-29,17,Evening,Rain,Dry,Moderate,Car,40,41.918823,-87.676176,0
A01384,2024-07-09,11,Morning,Storm,Dry,Fatal,Bike,50,41.966184,-87.638364,1
A01385,2023-05-25,22,Night,Clear,Dry,Fatal,Truck,40,34.061604,-118.286259,2
A01386,2023-03-14,9,Morning,Clear,Wet,Minor,Bike,80,41.833814,-87.661042,0
A01387,2024-03-30,1,Night,Clear,Wet,Minor,Car,60,40.763165,-74.004831,1
A01388,2024-11-22,1,Night,Clear,Dry,Minor,Bus,30,40.642926,-73.937075,3
A01389,2023-03-30,13,Afternoon,Clear,Wet,Moderate,Truck,100,34.019281,-118.273425,0
A01390,2024-09-02,18,Evening,Fog,Dry,Moderate,Bus,80,41.988816,-87.697185,3
A01391,2023-12-31,9,Morning,Clear,Wet,Moderate,Truck,100,34.00365,-118.22246,1
A01392,2024-11-17,17,Evening,Fog,Dry,Moderate,Bus,80,40.707142,-74.033764,1
A01393,2023-05-15,2,Night,Fog,Wet,Moderate,Bus,30,41.864955,-87.739505,1
A01394,2024-04-11,9,Morning,Rain,Dry,Minor,Bus,60,41.93051,-87.671709,1
A01395,2023-08-26,7,Morning,Storm,Dry,Fatal,Bike,50,40.764518,-73.957925,0
A01396,2024-02-06,5,Morning,Clear,Dry,Moderate,Bike,50,41.935551,-87.660978,1
A01397,2024-04-09,15,Afternoon,Clear,Dry,Minor,Car,60,40.625562,-74.058766,1
A01398,2023-04-26,11,Morning,Clear,Icy,Minor,Bus,40,34.039367,-118.268995,1
A01399,2023-10-17,11,Morning,Rain,Wet,Moderate,Truck,80,41.910027,-87.544919,2
A01400,2023-04-16,12,Afternoon,Clear,Dry,Minor,Car,50,41.881139,-87.533486,0
A01401,2024-07-23,20,Evening,Storm,Icy,Severe,Bike,80,40.691046,-74.021584,1
A01402,2024-04-17,12,Afternoon,Rain,Under Construction,Moderate,Bus,40,41.893362,-87.590356,2
A01403,2024-09-27,7,Morning,Snow,Dry,Minor,Truck,60,41.891449,-87.575541,2
A01404,2024-01-29,2,Night,Rain,Dry,Moderate,Truck,100,34.01884,-118.199061,2
A01405,2024-08-28,13,Afternoon,Snow,Wet,Fatal,Bike,80,34.014473,-118.25915,1
A01406,2024-12-11,7,Morning,Storm,Dry,Severe,Car,100,40.60001,-73.98445,0
A01407,2024-12-29,18,Evening,Rain,Wet,Minor,Car,80,34.038904,-118.215856,1
A01408,2024-09-02,14,Afternoon,Clear,Under Construction,Minor,Car,60,34.04244,-118.280003,2
A01409,2023-06-30,9,Morning,Clear,Dry,Severe,Car,80,34.115838,-118.322652,0
A01410,2023-04-22,21,Night,Clear,Dry,Minor,Bus,50,41.885658,-87.728374,3
A01411,2024-05-21,20,Evening,Clear,Dry,Minor,Car,30,41.855148,-87.600714,0
A01412,2023-08-11,4,Night,Rain,Dry,Severe,Car,40,41.8775,-87.678701,1
A01413,2024-11-07,4,Night,Fog,Wet,Minor,Bike,60,34.079504,-118.266985,1
A01414,2024-09-22,18,Evening,Snow,Icy,Moderate,Truck,40,34.084545,-118.277922,1
A01415,2024-11-28,10,Morning,Storm,Dry,Minor,Bike,60,34.05466,-118.253348,1
A01416,2023-12-19,2,Night,Clear,Dry,Moderate,Car,80,41.903565,-87.660604,0
A01417,2024-06-06,12,Afternoon,Clear,Icy,Fatal,Bike,30,40.793652,-74.044521,2
A01418,2024-01-14,17,Evening,Rain,Dry,Minor,Car,100,40.725145,-74.06226,1
A01419,2024-07-27,11,Morning,Clear,Under Construction,Minor,Bike,30,40.772605,-73.964073,3
A01420,2023-08-29,13,Afternoon,Rain,Wet,Moderate,Bus,100,41.861857,-87.586818,0
A01421,2023-11-22,22,Night,Clear,Dry,Minor,Bus,60,34.071448,-118.203772,3
A01422,2024-03-21,17,Evening,Snow,Dry,Fatal,Truck,60,40.659961,-73.962771,1
A01423,2023-05-23,6,Morning,Clear,Wet,Minor,Bus,50,41.921678,-87.613441,1
A01424,2024-03-03,4,Night,Rain,Wet,Fatal,Truck,40,34.079713,-118.261774,3
A01425,2023-01-12,2,Night,Storm,Wet,Minor,Car,40,41.876372,-87.584514,1
A01426,2024-05-13,21,Night,Clear,Dry,Severe,Truck,30,34.094615,-118.211287,2
A01427,2023-05-21,20,Evening,Storm,Wet,Severe,Bus,100,34.075837,-118.232801,1
A01428,2024-09-10,13,Afternoon,Fog,Dry,Minor,Truck,60,41.819707,-87.646219,0
A01429,2024-06-05,13,Afternoon,Clear,Wet,Severe,Bus,60,41.910316,-87.622476,0
A01430,2023-12-30,7,Morning,Fog,Wet,Minor,Bus,80,40.726676,-73.989991,0
A01431,2023-01-08,18,Evening,Clear,Dry,Minor,Truck,100,34.210089,-118.198361,0
A01432,2024-05-28,8,Morning,Storm,Dry,Minor,Bike,30,34.066841,-118.337722,1
A01433,2023-02-08,18,Evening,Clear,Icy,Fatal,Bike,30,33.998711,-118.320721,2
A01434,2024-08-17,15,Afternoon,Storm,Wet,Moderate,Car,40,41.899215,-87.622961,1
A01435,2024-06-23,8,Morning,Clear,Dry,Minor,Car,80,34.096253,-118.216671,2
A01436,2024-09-16,2,Night,Snow,Wet,Moderate,Bus,100,40.687934,-73.991296,2
A01437,2024-11-10,21,Night,Rain,Wet,Minor,Bike,80,40.709583,-74.028759,3
A01438,2023-02-24,10,Morning,Fog,Dry,Moderate,Car,60,41.85156,-87.690564,1
A01439,2024-04-09,16,Afternoon,Fog,Icy,Moderate,Bike,60,34.110062,-118.252275,1
A01440,2023-12-28,9,Morning,Clear,Wet,Moderate,Truck,30,34.02745,-118.287682,5
A01441,2024-12-12,19,Evening,Fog,Dry,Moderate,Bike,100,41.772365,-87.650995,2
A01442,2024-07-31,8,Morning,Rain,Dry,Minor,Bus,80,40.687096,-73.961117,1
A01443,2023-06-23,18,Evening,Rain,Wet,Minor,Bike,100,40.759681,-74.03054,1
A01444,2024-10-01,0,Night,Rain,Dry,Minor,Bus,30,34.008856,-118.245184,5
A01445,2023-05-10,16,Afternoon,Rain,Under Construction,Moderate,Bike,50,40.800981,-73.962846,1
A01446,2023-05-16,19,Evening,Rain,Dry,Moderate,Bike,50,33.998129,-118.226908,0
A01447,2023-01-15,23,Night,Rain,Dry,Minor,Truck,80,40.688466,-73.95882,2
A01448,2023-06-04,21,Night,Clear,Wet,Moderate,Bike,40,34.016867,-118.20772,0
A01449,2023-09-25,22,Night,Clear,Dry,Moderate,Bus,40,40.695612,-73.999927,1
A01450,2024-06-24,1,Night,Clear,Wet,Minor,Car,40,34.016243,-118.24856,2
A01451,2024-09-01,4,Night,Clear,Dry,Moderate,Bus,60,34.121805,-118.257776,1
A01452,2023-09-01,21,Night,Rain,Dry,Moderate,Truck,40,34.105098,-118.239608,1
A01453,2024-08-14,23,Night,Clear,Icy,Moderate,Car,100,33.987535,-118.259024,2
A01454,2023-09-28,3,Night,Clear,Icy,Severe,Truck,60,40.74038,-73.990866,1
A01455,2024-02-13,15,Afternoon,Storm,Dry,Moderate,Bus,100,34.037087,-118.217157,0
A01456,2024-06-29,7,Morning,Clear,Wet,Minor,Bus,60,34.078717,-118.228475,1
A01457,2023-09-26,4,Night,Storm,Dry,Minor,Bus,30,41.884699,-87.672486,0
A01458,2023-10-23,14,Afternoon,Clear,Dry,Minor,Bike,80,34.112657,-118.223804,1
A01459,2024-11-30,1,Night,Clear,Under Construction,Minor,Bike,60,40.701649,-73.991898,2
A01460,2024-09-17,20,Evening,Fog,Wet,Minor,Bike,50,34.136366,-118.224062,0
A01461,2023-10-01,3,Night,Clear,Dry,Minor,Bus,60,33.996274,-118.211557,1
A01462,2024-11-22,23,Night,Rain,Dry,Minor,Truck,80,40.734671,-74.043527,0
A01463,2023-12-12,21,Night,Clear,Dry,Moderate,Truck,50,41.902802,-87.562153,1
A01464,2024-07-14,0,Night,Storm,Wet,Severe,Car,30,41.870833,-87.61243,1
A01465,2023-01-13,13,Afternoon,Snow,Dry,Severe,Car,100,40.675266,-73.980281,1
A01466,2024-04-01,11,Morning,Clear,Icy,Moderate,Bike,50,40.654653,-74.023871,2
A01467,2023-07-17,1,Night,Storm,Under Construction,Minor,Car,30,40.725639,-74.017424,1
A01468,2024-08-31,21,Night,Clear,Wet,Moderate,Car,100,40.71963,-73.994522,2
A01469,2023-05-03,2,Night,Fog,Dry,Minor,Truck,60,41.84996,-87.549574,3
A01470,2024-11-03,20,Evening,Clear,Wet,Minor,Truck,30,41.873164,-87.588479,2
A01471,2024-12-13,5,Morning,Clear,Dry,Moderate,Bike,60,34.132254,-118.199108,0
A01472,2024-11-07,2,Night,Rain,Dry,Severe,Bus,50,41.877134,-87.624718,0
A01473,2024-03-13,22,Night,Clear,Wet,Moderate,Bike,50,41.843851,-87.589741,2
A01474,2023-06-15,2,Night,Rain,Dry,Moderate,Car,60,34.04207,-118.1947,2
A01475,2024-02-02,10,Morning,Rain,Dry,Minor,Bike,50,40.702104,-74.054847,0
A01476,2023-07-02,14,Afternoon,Clear,Dry,Minor,Bus,40,40.703075,-73.972706,2
A01477,2024-09-16,12,Afternoon,Clear,Under Construction,Moderate,Bus,30,40.690974,-73.952416,0
A01478,2023-05-28,17,Evening,Rain,Dry,Moderate,Truck,80,34.076659,-118.302689,3
A01479,2024-10-20,3,Night,Rain,Under Construction,Severe,Bike,30,34.01767,-118.195263,1
A01480,2023-02-05,2,Night,Clear,Dry,Severe,Bike,60,40.703133,-73.96116,0
A01481,2023-01-20,15,Afternoon,Snow,Dry,Severe,Car,30,40.709255,-74.022758,1
A01482,2024-11-11,12,Afternoon,Clear,Dry,Severe,Truck,100,34.034009,-118.218085,0
A01483,2023-12-04,12,Afternoon,Rain,Dry,Moderate,Car,80,41.826526,-87.596382,1
A01484,2024-12-25,15,Afternoon,Clear,Under Construction,Minor,Bus,60,34.007371,-118.215028,2
A01485,2023-03-13,17,Evening,Snow,Wet,Moderate,Car,60,40.815526,-73.92886,0
A01486,2024-12-06,15,Afternoon,Clear,Dry,Minor,Bike,50,40.707431,-73.925716,1
A01487,2024-11-29,9,Morning,Clear,Wet,Moderate,Car,100,34.019624,-118.24027,1
A01488,2024-10-24,2,Night,Storm,Dry,Fatal,Bike,30,33.994372,-118.179638,3
A01489,2024-04-15,9,Morning,Clear,Dry,Minor,Truck,40,41.931418,-87.615038,1
A01490,2024-07-21,1,Night,Rain,Dry,Minor,Truck,50,34.090149,-118.221296,1
A01491,2024-12-13,12,Afternoon,Clear,Dry,Moderate,Bike,60,40.690737,-73.991469,4
A01492,2023-03-28,20,Evening,Storm,Dry,Moderate,Truck,40,34.181053,-118.234976,2
A01493,2023-02-06,6,Morning,Snow,Dry,Moderate,Truck,60,40.729256,-74.141949,3
A01494,2024-02-03,2,Night,Fog,Icy,Severe,Bike,60,41.939128,-87.529122,2
A01495,2024-06-30,14,Afternoon,Snow,Dry,Moderate,Car,50,40.703146,-73.953484,1
A01496,2023-02-27,10,Morning,Clear,Dry,Minor,Car,60,41.836893,-87.58299,1
A01497,2023-05-02,6,Morning,Clear,Wet,Minor,Bus,100,41.911032,-87.61819,2
A01498,2024-07-03,4,Night,Clear,Icy,Severe,Truck,30,41.947992,-87.570241,1
A01499,2023-02-07,23,Night,Fog,Wet,Moderate,Bus,100,40.698304,-73.970631,0
A01500,2023-01-20,15,Afternoon,Snow,Wet,Severe,Car,40,41.861991,-87.650677,1
A01501,2024-12-19,20,Evening,Snow,Under Construction,Severe,Car,40,40.775681,-74.032673,1
A01502,2024-10-09,1,Night,Clear,Dry,Severe,Car,60,34.015486,-118.276352,1
A01503,2024-09-17,5,Morning,Fog,Dry,Minor,Car,30,41.792639,-87.610215,0
A01504,2023-04-27,15,Afternoon,Clear,Dry,Minor,Truck,30,41.87364,-87.549285,1
A01505,2023-07-27,13,Afternoon,Storm,Under Construction,Severe,Bus,50,34.03507,-118.207162,1
A01506,2023-05-04,21,Night,Rain,Dry,Minor,Truck,50,41.96131,-87.653603,0
A01507,2023-08-07,1,Night,Clear,Dry,Minor,Truck,50,41.930727,-87.721947,0
A01508,2023-03-06,3,Night,Clear,Icy,Severe,Truck,60,33.979639,-118.289913,5
A01509,2023-06-22,22,Night,Rain,Icy,Severe,Truck,60,34.031627,-118.271091,1
A01510,2023-09-07,18,Evening,Clear,Dry,Moderate,Truck,30,40.638087,-73.996956,0
A01511,2024-10-09,19,Evening,Clear,Dry,Minor,Truck,30,34.049562,-118.211026,0
A01512,2024-05-13,2,Night,Fog,Dry,Moderate,Car,40,40.739619,-74.089557,2
A01513,2023-04-02,22,Night,Clear,Dry,Severe,Bike,60,41.877425,-87.685137,0
A01514,2024-12-11,15,Afternoon,Clear,Dry,Moderate,Truck,40,41.94459,-87.713579,1
A01515,2023-05-27,20,Evening,Rain,Dry,Minor,Bus,60,34.015841,-118.252038,1
A01516,2023-09-02,5,Morning,Clear,Dry,Severe,Car,80,42.016519,-87.642378,1
A01517,2023-07-04,22,Night,Clear,Wet,Minor,Car,100,34.067664,-118.27285,0
A01518,2023-11-05,11,Morning,Clear,Dry,Minor,Car,80,34.095539,-118.170465,2
A01519,2023-08-30,6,Morning,Clear,Dry,Minor,Car,80,40.717155,-74.056389,2
A01520,2024-01-06,17,Evening,Clear,Dry,Severe,Truck,60,41.97516,-87.625181,0
A01521,2024-10-03,21,Night,Rain,Dry,Minor,Bike,30,40.645619,-73.968942,0
A01522,2023-07-18,3,Night,Clear,Dry,Minor,Bus,60,40.698671,-74.027133,0
A01523,2023-06-30,5,Morning,Storm,Dry,Minor,Car,30,41.934753,-87.622589,1
A01524,2024-10-22,11,Morning,Rain,Wet,Moderate,Truck,60,34.093708,-118.225058,2
A01525,2023-09-15,10,Morning,Rain,Icy,Minor,Bus,30,41.932006,-87.634111,0
A01526,2023-04-17,23,Night,Rain,Dry,Minor,Truck,40,40.689607,-74.060909,3
A01527,2023-01-30,15,Afternoon,Fog,Dry,Minor,Car,30,41.85381,-87.661472,1
A01528,2023-08-29,23,Night,Clear,Wet,Minor,Bike,60,34.063463,-118.213362,2
A01529,2023-07-23,23,Night,Clear,Dry,Severe,Bike,40,41.947673,-87.640412,3
A01530,2023-04-23,10,Morning,Rain,Wet,Minor,Car,40,40.759246,-73.994752,2
A01531,2024-02-27,6,Morning,Storm,Icy,Moderate,Truck,30,34.071238,-118.166416,0
A01532,2024-04-27,18,Evening,Rain,Dry,Moderate,Car,60,34.066971,-118.234414,0
A01533,2023-05-29,6,Morning,Snow,Under Construction,Severe,Bus,40,41.880381,-87.638291,2
A01534,2024-02-01,11,Morning,Clear,Wet,Severe,Bus,100,40.808265,-74.057885,2
A01535,2023-07-18,20,Evening,Clear,Dry,Moderate,Bike,40,34.037533,-118.265967,0
A01536,2023-12-10,4,Night,Rain,Dry,Moderate,Car,50,40.606941,-74.006512,0
A01537,2023-05-20,3,Night,Clear,Icy,Severe,Bus,60,34.136533,-118.278207,2
A01538,2023-06-25,10,Morning,Clear,Dry,Severe,Bike,80,40.648451,-73.983605,5
A01539,2023-06-10,20,Evening,Snow,Icy,Moderate,Truck,80,41.913862,-87.649468,0
A01540,2024-07-20,7,Morning,Clear,Dry,Minor,Bus,80,40.743976,-73.915729,0
A01541,2024-05-15,6,Morning,Clear,Dry,Minor,Bus,60,41.85863,-87.56201,0
A01542,2023-10-13,0,Night,Rain,Dry,Minor,Bus,100,41.906035,-87.650032,2
A01543,2023-09-10,7,Morning,Clear,Dry,Moderate,Bus,80,34.057588,-118.256195,4
A01544,2023-08-16,18,Evening,Storm,Under Construction,Severe,Car,60,40.663903,-74.036621,1
A01545,2023-02-15,1,Night,Snow,Dry,Moderate,Car,60,34.033732,-118.232218,1
A01546,2024-06-27,12,Afternoon,Rain,Dry,Severe,Car,60,34.093542,-118.2489,1
A01547,2024-05-22,7,Morning,Clear,Dry,Moderate,Car,100,40.700782,-74.049606,1
A01548,2024-02-21,6,Morning,Clear,Wet,Severe,Bike,50,40.693718,-73.968994,1
A01549,2023-09-02,20,Evening,Rain,Dry,Minor,Car,60,40.720856,-73.929143,3
A01550,2024-11-16,9,Morning,Storm,Under Construction,Moderate,Bus,80,40.73964,-74.068478,0
A01551,2024-08-20,0,Night,Snow,Dry,Minor,Bus,40,34.123882,-118.336683,3
A01552,2024-12-21,12,Afternoon,Fog,Wet,Minor,Bike,100,40.714034,-74.104159,1
A01553,2024-04-20,22,Night,Rain,Icy,Severe,Car,100,41.907292,-87.651562,1
A01554,2023-03-14,12,Afternoon,Rain,Dry,Severe,Bike,80,41.964113,-87.647539,0
A01555,2023-02-03,9,Morning,Clear,Under Construction,Severe,Bike,100,34.02727,-118.281847,1
A01556,2024-09-19,17,Evening,Fog,Wet,Moderate,Truck,100,41.864712,-87.563665,0
A01557,2023-03-24,19,Evening,Rain,Under Construction,Moderate,Car,80,34.144602,-118.194164,2
A01558,2024-11-21,11,Morning,Storm,Icy,Moderate,Car,60,40.593246,-74.05699,0
A01559,2024-01-10,14,Afternoon,Storm,Dry,Fatal,Car,50,41.888477,-87.697139,0
A01560,2024-01-11,5,Morning,Fog,Wet,Moderate,Car,80,41.868066,-87.650035,2
A01561,2024-12-27,6,Morning,Rain,Dry,Minor,Bike,40,40.653353,-73.983912,0
A01562,2024-07-06,3,Night,Snow,Wet,Severe,Bus,100,41.801817,-87.659649,2
A01563,2024-08-17,22,Night,Snow,Wet,Moderate,Truck,50,40.648325,-74.021079,0
A01564,2023-12-28,8,Morning,Fog,Dry,Severe,Bus,50,41.948531,-87.636087,2
A01565,2023-02-25,2,Night,Rain,Wet,Fatal,Bike,60,34.079991,-118.255026,0
A01566,2024-05-12,16,Afternoon,Storm,Wet,Moderate,Car,60,41.804482,-87.593102,0
A01567,2024-12-27,17,Evening,Clear,Dry,Minor,Bike,60,41.906661,-87.560268,0
A01568,2024-09-27,11,Morning,Snow,Wet,Fatal,Car,40,41.828778,-87.603959,2
A01569,2024-04-13,2,Night,Clear,Dry,Minor,Bus,40,40.688329,-74.143265,0
A01570,2023-10-23,2,Night,Rain,Wet,Minor,Truck,50,40.658699,-74.022933,1
A01571,2023-04-25,22,Night,Rain,Dry,Minor,Bus,40,40.763124,-73.990097,2
A01572,2023-07-29,16,Afternoon,Clear,Icy,Minor,Car,50,41.870014,-87.62663,1
A01573,2024-03-02,21,Night,Clear,Dry,Severe,Truck,60,41.768225,-87.566364,0
A01574,2023-12-22,13,Afternoon,Fog,Wet,Moderate,Car,50,33.912104,-118.221987,1
A01575,2023-07-13,2,Night,Storm,Wet,Moderate,Truck,80,40.781068,-74.017238,0
A01576,2024-10-22,10,Morning,Clear,Wet,Minor,Bike,100,34.033135,-118.22861,1
A01577,2024-10-23,10,Morning,Clear,Icy,Severe,Bus,60,33.990849,-118.277695,4
A01578,2023-11-08,18,Evening,Clear,Dry,Moderate,Bike,40,40.697892,-74.040603,0
A01579,2023-09-24,7,Morning,Clear,Dry,Moderate,Bike,50,34.048388,-118.168856,1
A01580,2023-02-18,4,Night,Rain,Dry,Moderate,Bike,60,34.045313,-118.317388,3
A01581,2023-06-20,19,Evening,Storm,Dry,Minor,Bike,40,40.768971,-73.97215,3
A01582,2023-06-29,22,Night,Clear,Wet,Moderate,Truck,40,41.950685,-87.654315,0
A01583,2023-09-01,3,Night,Fog,Dry,Minor,Bike,80,40.777087,-74.085459,0
A01584,2023-05-10,14,Afternoon,Storm,Dry,Fatal,Bike,40,34.002073,-118.182725,1
A01585,2023-07-30,17,Evening,Rain,Wet,Minor,Car,100,41.892296,-87.630153,0
A01586,2023-11-21,11,Morning,Clear,Dry,Moderate,Bike,60,40.67381,-73.956404,0
A01587,2024-07-06,5,Morning,Clear,Dry,Minor,Bike,30,41.877193,-87.615136,0
A01588,2023-01-26,12,Afternoon,Snow,Dry,Severe,Truck,60,34.040661,-118.283549,2
A01589,2023-11-24,4,Night,Rain,Under Construction,Minor,Bike,100,40.742153,-74.005673,0
A01590,2024-12-23,9,Morning,Fog,Wet,Moderate,Bike,80,33.984954,-118.297455,1
A01591,2024-11-13,4,Night,Clear,Dry,Minor,Bus,50,41.874843,-87.607384,1
A01592,2024-12-06,3,Night,Rain,Dry,Moderate,Bus,30,41.861869,-87.617913,1
A01593,2023-05-23,21,Night,Rain,Under Construction,Severe,Car,50,41.872026,-87.612182,0
A01594,2023-01-26,12,Afternoon,Clear,Dry,Moderate,Truck,60,41.899377,-87.676401,1
A01595,2024-01-01,2,Night,Rain,Dry,Severe,Car,80,34.073126,-118.268533,0
A01596,2024-10-18,6,Morning,Clear,Wet,Severe,Truck,50,41.837392,-87.68806,1
A01597,2023-07-20,0,Night,Snow,Wet,Minor,Bus,100,40.788947,-74.016022,1
A01598,2024-11-18,2,Night,Clear,Wet,Minor,Bus,40,41.855216,-87.577464,0
A01599,2024-05-17,10,Morning,Snow,Dry,Moderate,Car,100,41.807128,-87.672672,2
A01600,2024-01-05,12,Afternoon,Fog,Dry,Severe,Bus,50,40.747963,-74.094689,1
A01601,2024-01-31,11,Morning,Rain,Dry,Moderate,Bike,50,40.741104,-74.009004,0
A01602,2023-12-26,9,Morning,Rain,Under Construction,Moderate,Car,40,34.058789,-118.236229,1
A01603,2024-03-30,23,Night,Clear,Dry,Minor,Bus,50,34.061849,-118.159877,1
A01604,2023-06-17,23,Night,Storm,Dry,Minor,Bus,40,34.038781,-118.225869,1
A01605,2024-08-24,19,Evening,Clear,Dry,Moderate,Truck,40,40.683259,-73.943748,2
A01606,2023-11-07,15,Afternoon,Rain,Wet,Severe,Bike,30,41.993382,-87.680579,0
A01607,2024-08-27,12,Afternoon,Rain,Under Construction,Minor,Car,60,40.720667,-73.957175,0
A01608,2024-10-16,8,Morning,Storm,Dry,Moderate,Truck,80,34.02404,-118.278798,3
A01609,2024-04-18,22,Night,Clear,Dry,Moderate,Truck,40,41.914612,-87.648364,1
A01610,2023-07-10,12,Afternoon,Snow,Dry,Minor,Bus,30,34.043393,-118.320406,1
A01611,2023-11-06,18,Evening,Clear,Wet,Fatal,Bus,80,34.016093,-118.194547,0
A01612,2024-04-19,7,Morning,Clear,Dry,Moderate,Car,40,40.791,-73.965892,1
A01613,2023-09-26,9,Morning,Clear,Wet,Minor,Bus,30,41.85074,-87.692368,0
A01614,2024-10-31,21,Night,Clear,Icy,Fatal,Bus,40,34.010791,-118.209417,1
A01615,2024-05-18,22,Night,Clear,Wet,Severe,Truck,30,41.847258,-87.684858,0
A01616,2023-05-03,8,Morning,Clear,Under Construction,Moderate,Car,80,34.130005,-118.231363,2
A01617,2024-01-06,18,Evening,Clear,Wet,Minor,Bus,50,34.032025,-118.202598,1
A01618,2024-10-05,21,Night,Rain,Wet,Minor,Car,50,34.06814,-118.244746,1
A01619,2024-06-08,23,Night,Clear,Icy,Severe,Car,50,41.866672,-87.632067,1
A01620,2023-06-16,18,Evening,Clear,Wet,Minor,Truck,50,40.740023,-74.060725,0
A01621,2024-04-17,22,Night,Clear,Dry,Moderate,Bike,40,40.775397,-73.960209,0
A01622,2023-02-24,8,Morning,Clear,Dry,Minor,Bus,100,34.030029,-118.257214,2
A01623,2023-12-31,1,Night,Snow,Dry,Minor,Bike,80,34.100724,-118.306613,2
A01624,2024-10-16,2,Night,Rain,Icy,Severe,Truck,100,41.842207,-87.590007,2
A01625,2023-07-07,3,Night,Fog,Wet,Minor,Truck,80,41.826619,-87.618453,2
A01626,2023-11-27,10,Morning,Clear,Wet,Minor,Bike,50,41.880432,-87.655845,1
A01627,2024-12-02,22,Night,Snow,Under Construction,Severe,Bike,30,41.852325,-87.600487,0
A01628,2024-07-01,18,Evening,Clear,Wet,Severe,Truck,30,34.083617,-118.225842,1
A01629,2023-05-21,16,Afternoon,Clear,Dry,Minor,Bike,60,34.023828,-118.153624,2
A01630,2024-02-26,10,Morning,Rain,Dry,Minor,Car,40,40.702896,-73.940969,4
A01631,2023-06-08,16,Afternoon,Clear,Dry,Minor,Truck,80,40.725506,-73.971147,0
A01632,2024-09-20,22,Night,Clear,Dry,Moderate,Car,60,41.910633,-87.608504,1
A01633,2024-04-16,2,Night,Clear,Dry,Minor,Truck,30,40.72017,-73.965311,2
A01634,2024-05-06,11,Morning,Clear,Dry,Moderate,Bike,40,34.087297,-118.288723,2
A01635,2024-03-28,19,Evening,Clear,Wet,Moderate,Bike,40,41.819465,-87.645399,0
A01636,2024-12-27,9,Morning,Rain,Under Construction,Minor,Car,40,40.684391,-74.048323,1
A01637,2023-05-12,22,Night,Clear,Wet,Minor,Truck,50,40.784481,-73.996427,0
A01638,2023-05-09,6,Morning,Rain,Wet,Moderate,Car,60,40.612883,-74.041266,2
A01639,2024-12-08,3,Night,Clear,Dry,Minor,Car,60,40.682931,-74.000479,1
A01640,2024-03-17,1,Night,Clear,Wet,Moderate,Car,30,40.754034,-74.051802,1
A01641,2024-11-06,16,Afternoon,Clear,Dry,Severe,Car,60,41.824415,-87.606884,1
A01642,2023-05-02,8,Morning,Rain,Wet,Moderate,Car,50,40.742383,-73.964189,1
A01643,2024-11-14,0,Night,Snow,Under Construction,Minor,Car,80,40.627569,-74.010157,2
A01644,2023-07-30,18,Evening,Snow,Dry,Severe,Truck,100,40.613959,-74.030761,0
A01645,2023-12-26,0,Night,Clear,Wet,Moderate,Truck,100,40.718976,-74.016837,1
A01646,2023-10-12,18,Evening,Rain,Dry,Severe,Bike,40,34.065983,-118.215393,4
A01647,2024-05-27,23,Night,Clear,Dry,Moderate,Truck,80,41.851131,-87.666377,1
A01648,2024-08-06,2,Night,Rain,Under Construction,Moderate,Car,80,40.757079,-73.916916,1
A01649,2023-08-11,22,Night,Snow,Dry,Minor,Bike,40,40.677419,-73.978731,1
